Nombre,N1,N2,N3,N4,Total,Puntaje
Vainilla,9,2,0,0,11,13
Br1Mrcelo,10,1,0,0,11,12
LordKanino19,8,1,2,0,11,45
R P D,0,3,1,0,4,22
212D,0,1,0,0,1,2
SS Versachi,0,0,0,0,0,0
AntiZion,10,0,0,0,10,10
Conde Puf,4,0,0,0,4,4
deathiro,0,4,0,0,4,8
Diofanto,5,2,0,0,7,9
El Templari0,5,0,0,0,5,5
hirowiro,5,1,0,0,6,7
Jocs4,2,2,0,0,4,6
MoRRiGaNC,1,2,1,0,4,21
N4 Versachi,0,3,0,0,3,6
Nathy7,12,0,0,0,12,12
SAM 1101,5,0,0,0,5,5
Sathariel 69,14,0,0,0,14,14
Arkeus11,0,0,0,0,0,0
wirito,5,2,0,0,7,9
001padre,12,0,0,0,12,12
001padre2,2,0,0,0,2,2
DyK12,13,0,0,0,13,13
e1ver,7,0,0,0,7,7
Freya2111,0,0,0,0,0,0
GadrielS,3,0,0,0,3,3
HaRaKirY,0,0,0,0,0,0
Jesus1478 3,0,0,0,0,0,0
Jesus1479,0,0,0,0,0,0
Joselito170,2,0,0,0,2,2
JuanD98,0,1,3,0,4,50
KingAlexx27,0,0,0,0,0,0
srce1,3,0,0,0,3,3
theriver2007,9,0,0,0,9,9
Xacobeo21,9,0,0,0,9,9
YxXSimbaxXY,7,0,0,0,7,7
ADADI,2,0,0,0,2,2
ca0sss,5,0,0,0,5,5
carlos ecf,2,0,0,0,2,2
Eraclium,6,0,0,0,6,6
jose rosario,7,0,0,0,7,7
MiguelDH,3,0,0,0,3,3
Mmark,0,0,0,0,0,0
XxCrisbelyxX,0,0,0,0,0,0
yeison 27,2,0,0,0,2,2
Kikiri43,0,0,0,0,0,0
CL Giao Giao,0,0,0,0,0,0
akiles bailo,0,0,0,0,0,0
