Nombre,N1,N2,N3,N4,Total,Puntaje
Vainilla,4,1,0,0,5,6
Br1Mrcelo,0,1,0,0,1,2
LordKanino19,1,4,6,0,11,105
R P D,0,2,5,0,7,84
212D,0,1,0,0,1,2
SS Versachi,0,0,0,0,0,0
AntiZion,7,0,0,0,7,7
Conde Puf,4,0,0,0,4,4
deathiro,0,0,1,0,1,16
Diofanto,5,5,0,0,10,15
El Templari0,5,0,0,0,5,5
hirowiro,2,0,0,0,2,2
Jocs4,1,2,0,0,3,5
MoRRiGaNC,0,4,0,0,4,8
N4 Versachi,0,3,0,0,3,6
Nathy7,4,1,0,0,5,6
SAM 1101,0,1,0,0,1,2
Sathariel 69,8,0,0,0,8,8
Arkeus11,0,0,0,0,0,0
wirito,3,0,0,0,3,3
001padre,4,0,0,0,4,4
001padre2,2,0,0,0,2,2
DyK12,4,1,0,0,5,6
e1ver,3,0,0,0,3,3
Freya2111,0,0,0,0,0,0
GadrielS,1,0,0,0,1,1
HaRaKirY,0,0,0,0,0,0
Jesus1478 3,1,0,0,0,1,1
Jesus1479,1,0,0,0,1,1
Joselito170,3,0,0,0,3,3
JuanD98,2,4,2,1,9,106
KingAlexx27,0,0,0,0,0,0
srce1,2,0,0,0,2,2
theriver2007,9,0,0,0,9,9
Xacobeo21,5,0,0,0,5,5
YxXSimbaxXY,6,0,0,0,6,6
ADADI,0,0,0,0,0,0
ca0sss,3,0,0,0,3,3
carlos ecf,0,0,0,0,0,0
Eraclium,3,0,0,0,3,3
jose rosario,0,0,0,0,0,0
MiguelDH,2,0,0,0,2,2
Mmark,1,0,0,0,1,1
XxCrisbelyxX,2,0,0,0,2,2
yeison 27,1,0,0,0,1,1
Kikiri43,0,0,0,0,0,0
CL Giao Giao,0,0,0,0,0,0
akiles bailo,0,0,0,0,0,0
